392	Canada@	1963-03-09
393	United Kingdom@	1963-03-09
394	America@	1963-03-09
395	United Kingdom@	1963-03-09
396	United Kingdom@	1963-03-09
397	America@	1963-03-09
398	America@	1963-03-09
399	France@	1963-03-09
400	United Kingdom@	1963-03-09
401	America@	1963-03-09
402	Ireland@	1963-03-09
403	America@	1963-03-09
404	Holland@	1963-03-09
405	America@	1963-03-09
406	United Kingdom@	1963-03-09
407		1963-03-09
408	America@	1963-03-02
409	America@	1963-03-02
410	United Kingdom@	1963-03-02
411	America@	1963-03-02
412	America@	1963-03-02
413		1963-03-02
414	United Kingdom@	1963-03-02
415	Swiss@	1963-03-02
416	America@	1963-03-02
417	United Kingdom@	1963-03-02
418	America@	1963-03-02
419		1963-03-02
420	America@	1963-03-02
421	America@	1963-03-02
422	United Kingdom@	1963-03-02
423		1963-03-02
424	America@	1963-03-02
425	New Zealand@	1963-03-02
426	Canada@	1963-03-02
427	Holland@	1963-03-02
428	Japan@	1963-03-02
429		1963-03-02
430	Poiand@	1963-03-02
431	America@	1963-03-02
432	America@	1963-03-02
433	America@	1963-03-02
434	United Kingdom@	1963-03-02
435	United Kingdom@	1963-03-02
436	America@	1963-03-02
437		1963-03-02
438	United Kingdom@	1963-03-02
439	United Kingdom@	1963-03-02
440		1963-03-02
441		1963-03-02
442		1963-03-02
443	Czechoslovakia@	1963-03-02
444	America@	1963-03-02
445		1963-03-02
446	Norway@	1963-03-02
447	Japan@	1963-03-02
448	United Kingdom@	1963-03-02
449	America@	1963-03-02
450	Netherlands@	1963-03-02
451	Japan@	1963-03-02
452	America@	1963-03-02
453	Japan@	1963-03-02
454	Czech Republic@	1963-03-02
455	America@	1963-03-02
456	Hungary@	1963-03-02
457		1963-03-02
458	United Kingdom@	1963-03-02
459	America@	1963-03-02
460		1963-03-02
461	Sweden@	1963-03-02
462	America@	1963-03-02
463	United Kingdom@	1963-03-02
464	Kenya@	1963-03-02
465	Canada@	1963-03-02
466	United Kingdom@	1963-03-02
467	America@	1963-03-02
468	Spain@	1963-03-02
469	United Kingdom@	1963-02-23
470	South Africa@	1963-02-23
471	America@	1963-02-23
472		1963-02-23
473		1963-02-23
474	America@	1963-02-23
475	United Kingdom@	1963-02-23
476	United Kingdom@	1963-02-23
477	America@	1963-02-23
478	America@	1963-02-23
479	United Kingdom@	1963-02-23
480		1963-02-23
481	United Kingdom@	1963-02-23
482	Uganda@	1963-02-23
483		1963-02-23
484	America@	1963-02-23
485	America@	1963-02-23
486	Sweden@	1963-02-23
487		1963-02-23
488	United Kingdom@	1963-02-23
489	Czech Republic@	1963-02-23
490	America@	1963-02-23
491	America@	1963-02-23
492	United Kingdom@	1963-02-23
493		1963-02-23
494	United Kingdom@	1963-02-23
495	America@	1963-02-23
496		1963-02-23
497	America@	1963-02-23
498	America@	1963-02-23
499	America@	1963-02-23
500	New Zealand@	1963-02-23
501	India@	1963-02-23
502	India@	1963-02-23
503		1963-02-23
504	America@	1963-02-23
505		1963-02-23
506	Scotland@	1963-02-23
507	America@	1963-02-23
508	United Kingdom@	1963-02-23
509	Japan@	1963-02-23
510	Niger@	1963-02-23
511		1963-02-23
512	Scotland@	1963-02-23
513	Australia@	1963-02-23
514	America@	1963-02-23
515	America@	1963-02-23
516	United Kingdom@	1963-02-23
517	Venezuela@	1963-02-23
518	Ireland@	1963-02-23
519	America@	1963-02-23
520		1963-02-23
521		1963-02-23
522	United Kingdom@	1963-02-23
523	America@	1963-02-23
524	Australia@	1963-02-23
525	Czech Republic@	1963-02-23
526	France@	1963-02-23
527	Canada@	1963-02-16
528	United Kingdom@	1963-02-16
529	America@	1963-02-16
530		1963-02-16
531		1963-02-16
532	America@	1963-02-16
533	United Kingdom@	1963-02-16
534	United Kingdom@	1963-02-16
535		1963-02-16
536		1963-02-16
537	America@	1963-02-16
538		1963-02-16
539	New Zealand@	1963-02-16
540		1963-02-16
541	United Kingdom@	1963-02-02
542	America@	1963-02-02
543	United Kingdom@	1963-02-02
544	India@	1963-02-02
545	Japan@	1963-02-02
546	Kenya@	1963-02-02
547		1963-02-02
548	Australia@	1963-02-02
549	America@	1963-02-02
550	America@	1963-02-02
551	United Kingdom@	1963-02-02
552	United Kingdom@	1963-02-02
553	America@	1963-02-02
554	America@	1963-02-02
555		1963-02-02
556	Canada@	1963-02-02
557	Malaysia@	1963-02-02
558	America@	1963-02-02
559	Australia@	1963-02-02
560		1963-02-02
561	America@	1963-02-02
562	South Africa@	1963-02-02
563	Australia@	1963-02-02
564	America@	1963-02-02
565		1963-02-02
566	Japan@	1963-02-02
567	America@	1963-02-02
568	United Kingdom@	1963-02-02
569	America@	1963-02-02
570	America@	1963-02-02
571	America@	1963-02-02
572	Puerto Rico@	1963-02-02
573		1963-02-02
574	Australia@	1963-02-02
575	France@	1963-02-02
576	United Kingdom@	1963-02-02
577	United Kingdom@	1963-02-02
578		1963-02-02
579	America@	1963-02-02
580	America@	1963-02-02
581	United Kingdom@	1963-02-02
582	America@	1963-02-02
583	Italy@	1963-02-02
584	United Kingdom@	1963-02-02
585	America@	1963-02-02
586	America@	1963-02-02
587	India@	1963-02-02
588		1963-02-02
589	France@	1963-02-02
590	Australia@	1963-02-02
591	United Kingdom@	1963-02-02
592		1963-02-02
593	Japan@	1963-02-02
594		1963-02-02
595		1963-02-02
596	America@	1963-02-02
597	America@	1963-02-02
598	France@	1963-02-02
599	Italy@	1963-02-02
600	South Africa@	1963-02-02
601	India@	1963-02-02
602	America@	1963-02-02
603	United Kingdom@	1963-02-02
604	America@	1963-02-02
605	Japan@	1963-02-02
606	Italy@	1963-02-02
607	America@	1963-02-02
608		1963-02-02
609	America@	1963-02-02
610	America@	1963-02-02
611		1963-02-02
612	America@	1963-02-02
613	Australia@	1963-02-02
614	South Africa@	1963-02-02
615	German@	1963-02-02
616	America@	1963-01-26
617	America@	1963-01-26
618	United Kingdom@	1963-01-26
619	Australia@	1963-01-26
620	United Kingdom@	1963-01-26
621	America@	1963-01-26
622	United Kingdom@	1963-01-26
623	India@	1963-01-26
624	America@	1963-01-26
625	America@	1963-01-26
626		1963-01-26
627	Japan@	1963-01-26
628	America@	1963-01-26
629	New Zealand@	1963-01-26
630	United Kingdom@	1963-01-26
631	America@	1963-01-26
632	Canada@	1963-01-26
633	America@	1963-01-26
634		1963-01-19
635	America@	1963-01-19
636		1963-01-19
637	United Kingdom@	1963-01-19
638	United Kingdom@	1963-01-19
639	America@	1963-01-19
640	United Kingdom@	1963-01-19
641	America@	1963-01-19
642	America@	1963-01-19
643	United Kingdom@	1963-01-19
644	America@	1963-01-19
645	America@	1963-01-19
646	America@	1963-01-19
647	New Zealand@	1963-01-19
648	America@	1963-01-19
649	United Kingdom@	1963-01-19
650	United Kingdom@	1963-01-19
651	Australia@	1963-01-19
652	Australia@	1963-01-19
653	America@	1963-01-19
654		1963-01-19
655	Australia@	1963-01-19
656	United Kingdom@	1963-01-19
657		1963-01-19
658		1963-01-19
659	United Kingdom@	1963-01-19
660	America@	1963-01-19
661	America@	1963-01-19
662	Japan@	1963-01-19
663	Japan@	1963-01-19
664		1963-01-19
665	America@	1963-01-19
666	United Kingdom@	1963-01-19
667	Scotland@	1963-01-19
668	Belgium@	1963-01-19
669		1963-01-19
670		1963-01-19
671	America@	1963-01-19
672	United Kingdom@	1963-01-19
673	United Kingdom@	1963-01-19
674		1963-01-19
675	German@	1963-01-19
676	United Kingdom@	1963-01-19
677	Hungary@	1963-01-19
678	Japan@	1963-01-19
679	America@	1963-01-19
680	Czechoslovakia@	1963-01-19
681	America@	1963-01-19
682		1963-01-19
683	America@	1963-01-19
684	America@	1963-01-19
685	America@	1963-01-19
686	Israel@	1963-01-19
687	America@	1963-01-19
688	America@	1963-01-19
689		1963-01-19
690	Israel@	1963-01-19
691	Sweden@	1963-01-19
692	Japan@	1963-01-19
693		1963-01-19
694	Korea@	1963-01-19
695	Korea@	1963-01-19
696	Australia@	1963-01-19
697		1963-01-19
698	America@	1963-01-19
699	Israel@	1963-01-19
700	America@	1963-01-19
701		1963-01-19
702		1963-01-19
703	Iran@	1963-01-19
704	German@	1963-01-19
705	Poland@	1963-01-19
706	Japan@	1963-01-19
707	Italy@	1963-01-19
708		1963-01-19
709	America@	1963-01-19
710	Hungary@	1963-01-19
711	Canada@	1963-01-19
712	United Kingdom@	1963-01-12
713		1963-01-12
714	America@	1963-01-12
715	Canada@	1963-01-12
716	Australia@	1963-01-12
717	Australia@	1963-01-12
718	Australia@	1963-01-12
719		1963-01-12
720	United Kingdom@	1963-01-12
721	America@	1963-01-12
722	Switzerland@	1963-01-12
723	America@	1963-01-12
724	Sweden@	1963-01-12
725	America@	1963-01-12
726	America@	1963-01-12
727		1963-01-12
728	Palestine@	1963-01-12
729	America@	1963-01-12
730	America@	1963-01-12
731	United Kingdom@	1963-01-12
732	America@	1963-01-12
733		1963-01-12
734	India@	1963-01-12
735		1963-01-12
736	United Kingdom@	1963-01-12
737	Australia@	1963-01-12
738	Australia@	1963-01-12
739		1963-01-12
740	United Kingdom@	1963-01-12
741	The Hellenic Republic@	1963-01-12
742	Japan@	1963-01-12
743		1963-01-12
744	America@	1963-01-12
745	France@	1963-01-12
746	Australia@	1963-01-12
747	United Kingdom@	1963-01-12
748	America@	1963-01-12
749	America@	1963-01-12
750	America@	1963-01-12
751	Japan@	1963-01-12
752		1963-01-12
753	United Kingdom@	1963-01-12
754	Spain@	1963-01-12
755	Chile@	1963-01-12
756	German@	1963-01-12
757	America@	1963-01-12
758		1963-01-12
759	America@	1963-01-12
760	Hungary@	1963-01-12
761	United Kingdom@	1963-01-12
762	United Kingdom@	1963-01-12
763	America@	1963-01-12
764	America@	1963-01-12
765		1963-01-12
766		1963-01-12
767	New Zealand@	1963-01-12
768	America@	1963-01-12
769	Czech Republic@	1963-01-12
770	America@	1963-01-12
771	America@	1963-01-12
772	America@	1963-01-12
773	Australia@	1963-01-12
774	New Zealand@	1963-01-12
775	United Kingdom@	1963-01-12
776		1963-01-12
777	America@	1963-01-12
778	Australia@	1963-01-12
779	America@	1963-01-12
780	United Kingdom@	1963-01-12
781	America@	1963-01-12
782	America@	1963-01-12
783	France@	1963-01-05
784	Australia@	1963-01-05
785	United Kingdom@	1963-01-05
786		1963-01-05
787	America@	1963-01-05
788	United Kingdom@	1963-01-05
789	America@	1963-01-05
790	United Kingdom@	1963-01-05
791	United Kingdom@	1963-01-05
792	America@	1963-01-05
793	United Kingdom@	1963-01-05
794	Australia@	1963-01-05
795	Australia@	1963-01-05
796	United Kingdom@	1963-01-05
797	America@	1963-01-05
798	America@	1963-01-05
799	United Kingdom@	1963-01-05
800	America@	1963-01-05
801	America@	1963-01-05
802	New Zealand@	1963-01-05
803		1963-01-05
804		1963-01-05
805	South Africa@	1963-01-05
806	America@	1963-01-05
807		1963-01-05
808		1963-01-05
809	United Kingdom@	1963-01-05
810		1963-01-05
811		1963-01-05
812		1963-01-05
813	United Kingdom@	1963-01-05
814	Hungary@	1963-01-05
815	Belgium@	1963-01-05
816	America@	1963-01-05
817	America@	1963-01-05
818	America@	1963-01-05
819	America@	1963-01-05
820	America@	1963-01-05
821	United Kingdom@	1963-01-05
822	Mexico@	1963-01-05
823	German@	1963-01-05
824	America@	1963-01-05
825	America@	1963-01-05
826	America@	1963-01-05
827		1963-01-05
828	Sweden@	1963-01-05
829	America@	1963-01-05
830	America@	1963-01-05
831	America@	1963-01-05
832	United Kingdom@	1963-01-05
833	America@	1963-01-05
834	Sweden@	1963-01-05
835	Yugoslavia@	1963-01-05
836	United Kingdom@	1963-01-05
837	United Kingdom@	1963-01-05
838	Australia@	1963-01-05
839	Holland@	1963-01-05
840	Scotland@	1963-01-05
841	New Zealand@	1963-01-05
842	United Kingdom@	1963-01-05
843	United Kingdom@	1963-01-05
844	United Kingdom@	1963-01-05
845	Japan@	1963-01-05
846		1963-01-05
847	Palestine@	1963-01-05
848	America@	1963-01-05
849	United Kingdom@	1963-01-05
850		1963-01-05
851	Australia@	1963-01-05
852	America@	1963-01-05
853	America@	1963-01-05
854	United Kingdom@	1963-01-05
855	Ireland@	1963-01-05
856	America@	1963-01-05
857	America@	1963-01-05
858	America@	1963-01-05
859	United Kingdom@	1963-01-05
860	United Kingdom@	1962-12-29
861	United Kingdom@	1962-12-29
862	United Kingdom@	1962-12-29
863	Sweden@	1962-12-29
864		1962-12-29
865		1962-12-29
866	United Kingdom@	1962-12-29
867		1962-12-29
868	United Kingdom@	1962-12-29
869	Australia@	1962-12-29
870	United Kingdom@	1962-12-29
871		1962-12-29
872	America@	1962-12-29
873		1962-12-29
874	United Kingdom@	1962-12-29
875		1962-12-29
876	India@	1962-12-29
877	America@	1962-12-29
878	United Kingdom@	1962-12-29
879	America@	1962-12-29
880	United Kingdom@	1962-12-29
881	America@	1962-12-29
882	Poland@	1962-12-29
883	America@	1962-12-29
884	India@	1962-12-29
885		1962-12-29
886		1962-12-29
887	United Kingdom@	1962-12-29
888	Australia@	1962-12-29
889		1962-12-29
890		1962-12-29
891	United Kingdom@	1962-12-29
892	United Kingdom@	1962-12-29
893	Poiand@	1962-12-29
894	America@	1962-12-29
895		1962-12-29
896	United Kingdom@	1962-12-29
897		1962-12-29
898		1962-12-29
899		1962-12-29
900	America@	1962-12-29
901		1962-12-29
902	Israel@	1962-12-29
903	Czech Republic@	1962-12-29
904		1962-12-29
905	Australia@	1962-12-29
906	Japan@	1962-12-29
907	America@	1962-12-29
908		1962-12-29
909	Australia@	1962-12-29
910		1962-12-29
911	America@	1962-12-29
912	America@	1962-12-22
913	United Kingdom@	1962-12-22
914	Australia@	1962-12-22
915		1962-12-22
916	Singapore@	1962-12-22
917	Hungary@	1962-12-22
918	Australia@	1962-12-22
919		1962-12-22
920	America@	1962-12-22
921	America@	1962-12-22
922	United Kingdom@	1962-12-22
923	United Kingdom@	1962-12-22
924	United Kingdom@	1962-12-22
925	America@	1962-12-22
926	United Kingdom@	1962-12-22
927	America@	1962-12-22
928	America@	1962-12-22
929	America@	1962-12-22
930	South Africa@	1962-12-22
931	United Kingdom@	1962-12-22
932	Australia@	1962-12-22
933	Canada@	1962-12-22
934		1962-12-22
935	Hungary@	1962-12-22
936	America@	1962-12-22
937	India@	1962-12-22
938		1962-12-22
939		1962-12-22
940		1962-12-22
941		1962-12-22
942	America@	1962-12-22
943	America@	1962-12-22
944	German@	1962-12-22
945	United Kingdom@	1962-12-22
946		1962-12-22
947	Uganda@	1962-12-22
948	Israel@	1962-12-22
949	Sweden@	1962-12-22
950	Canada@	1962-12-22
951		1962-12-22
952	America@	1962-12-22
953		1962-12-22
954		1962-12-22
955	United Kingdom@	1962-12-22
956		1962-12-22
957	America@	1962-12-22
958	United Kingdom@	1962-12-22
959	America@	1962-12-22
960	Rumania@	1962-12-22
961		1962-12-22
962	New Zealand@	1962-12-22
963	America@	1962-12-22
964	United Kingdom@	1962-12-22
965	America@	1962-12-22
966	United Kingdom@	1962-12-22
967	Israel@	1962-12-22
968	Belgique@	1962-12-22
969	United Kingdom@	1962-12-22
970	United Kingdom@	1962-12-22
971	America@	1962-12-22
972	Canada@	1962-12-22
973		1962-12-22
974	America@	1962-12-22
975		1962-12-15
976		1962-12-15
977		1962-12-15
978		1962-12-15
979	America@	1962-12-15
980	Yugoslavia@	1962-12-15
981		1962-12-15
982		1962-12-15
983		1962-12-15
984	United Kingdom@	1962-12-15
985	America@	1962-12-15
986	Scotland@	1962-12-15
987	Australia@	1962-12-15
988	Sierra Leone@	1962-12-15
989	Australia@	1962-12-15
990	America@	1962-12-15
991	America@	1962-12-15
992		1962-12-15
993	Hungary@	1962-12-15
994		1962-12-15
995	America@	1962-12-15
996	United Kingdom@	1962-12-15
997		1962-12-15
998		1962-12-15
999	Japan@	1962-12-15
1000	America@	1962-12-15
1001	America@	1962-12-15
1002	America@	1962-12-15
1003	United Kingdom@	1962-12-15
1004	America@	1962-12-15
1005	Canada@	1962-12-15
1006	America@	1962-12-15
1007		1962-12-15
1008	France@	1962-12-15
1009	America@	1962-12-15
1010	America@	1962-12-15
1011		1962-12-15
1012	Hungary@	1962-12-15
1013		1962-12-15
1014		1962-12-15
1015	America@	1962-12-15
1016	America@	1962-12-15
1017	United Kingdom@	1962-12-15
1018		1962-12-15
1019		1962-12-15
1020	United Kingdom@	1962-12-15
1021	America@	1962-12-15
1022	America@	1962-12-15
1023	France@	1962-12-15
1024	America@	1962-12-15
1025		1962-12-15
1026	United Kingdom@	1962-12-15
1027	Niger@	1962-12-15
1028		1962-12-15
1029	Uganda@	1962-12-15
1030	Japan@	1962-12-15
1031	America@	1962-12-15
1032	Israel@	1962-12-15
1033	United Kingdom@	1962-12-15
1034	America@	1962-12-15
1035		1962-12-15
1036	Australia@	1962-12-15
1037	Chile@	1962-12-08
1038	America@	1962-12-08
1039	Chile@	1962-12-08
1040	United Kingdom@	1962-12-08
1041	Canada@	1962-12-08
1042	United Kingdom@	1962-12-08
1043		1962-12-08
1044	Australia@	1962-12-08
1045	Australia@	1962-12-08
1046	United Kingdom@	1962-12-08
1047		1962-12-08
1048		1962-12-08
1049	Australia@	1962-12-08
1050	Australia@	1962-12-08
1051	United Kingdom@	1962-12-08
1052		1962-12-01
1053	India@	1962-12-01
1054		1962-12-01
1055	Switzerland@	1962-12-01
1056		1962-12-01
1057		1962-12-01
1058	America@	1962-12-01
1059		1962-12-01
1060	New Zealand@	1962-12-01
1061	Brazil@	1962-12-01
1062	America@	1962-12-01
1063	United Kingdom@	1962-12-01
1064	United Kingdom@	1962-12-01
1065	America@	1962-12-01
1066	America@	1962-12-01
1067	Australia@	1962-12-01
1068	Australia@	1962-12-01
1069	America@	1962-12-01
1070		1962-12-01
1071	United Kingdom@	1962-12-01
1072	America@	1962-12-01
